gb|CAH10847.1|ARO:3002620|aadA23 [Salmonella enterica subsp. enterica serovar Agona],259
gb|AGT37351.1|ARO:3002360|NDM-10 [Klebsiella pneumoniae subsp. pneumoniae],270
gb|AGL43627.1|ARO:3002778|QnrB66 [Citrobacter freundii],214
gb|AAN04884.1|ARO:3001100|SHV-42 [Klebsiella pneumoniae],286
gb|AAK49460.1|ARO:3001429|OXA-35 [Pseudomonas aeruginosa],266
gb|AAF64386.1|ARO:3001076|SHV-18 [Klebsiella pneumoniae],286
gb|CAA90432.1|ARO:3003026|fusH [Streptomyces lividans],509
gb|CAJ47134.2|ARO:3001133|SHV-79 [Klebsiella pneumoniae],286
gb|CAA71322.1|ARO:3000916|TEM-47 [Klebsiella pneumoniae],286
gb|CAA46346.1|ARO:3000887|TEM-16 [Klebsiella pneumoniae],286
gb|AGC50807.1|ARO:3002307|VIM-37 [Pseudomonas aeruginosa],266
gb|AIT76085.1|ARO:3001849|ACT-29 [Enterobacter asburiae],381
gb|CAA71947.1|ARO:3002157|FOX-3 [Klebsiella oxytoca],382
gb|ACE77058.1|ARO:3002366|PER-4 [Proteus vulgaris],308
gb|CAF05908.1|ARO:3000845|GIM-1 [Pseudomonas aeruginosa],250
gb|BAM62793.1|ARO:3002233|IMP-42 [Acinetobacter soli],246
gb|AAK82652.1|ARO:3000965|TEM-102 [Plasmid pWW100],286
gb|AAB39956.1|ARO:3000979|TEM-116 [Staphylococcus aureus],286
gb|ADK55605.1|ARO:3002066|CMY-55 [Escherichia coli],381
gb|BAE77778.1|ARO:3000508|gadX [Escherichia coli str. K-12 substr. W3110],274
gb|AAY84742.1|ARO:3001904|CTX-M-42 [Escherichia coli],291
gb|ACI22621.1|ARO:3001154|SHV-105 [Klebsiella pneumoniae],286
gb|AFK73446.1|ARO:3002092|CMY-79 [Citrobacter freundii],381
gb|ADT91162.1|ARO:3002067|CMY-56 [Klebsiella pneumoniae],381
gb|AJA32744.1|ARO:3003149|OXA-426 [Acinetobacter baumannii],274
gb|ADP02979.1|ARO:3002059|CMY-48 [Citrobacter freundii],381
gb|AEL00461.1|ARO:3002753|QnrB38 [Citrobacter freundii],214
gb|AAT46413.1|ARO:3000972|TEM-109 [Escherichia coli],286
gb|CAG27800.1|ARO:3003203|TLA-2 [uncultured bacterium],304
gb|AHN60527.1|ARO:3001071|SHV-12 [Enterobacter cloacae],286
gb|AAT01092.1|ARO:3001773|OXA-61 [Campylobacter jejuni],257
gb|AAC09012.1|ARO:3002243|CARB-4 [Pseudomonas aeruginosa],288
gb|AAL68645.1|ARO:3002681|catB9 [Vibrio cholerae],209
gb|AAC32889.2|ARO:3000912|TEM-43 [Klebsiella pneumoniae],286
gb|ACQ82813.1|ARO:3002507|PDC-8 [Pseudomonas aeruginosa],397
gb|CAB60001.1|ARO:3000326|ErmE [Saccharopolyspora erythraea NRRL 2338],381
gb|AAD03493.1|ARO:3002565|AAC(6')-Iu [Acinetobacter dispersus],146
gb|ABN80430.1|ARO:3002375|VEB-5 [Escherichia coli],299
gb|CAA90683.1|ARO:3003012|dfrA13 [Escherichia coli],165
gb|AAG44570.1|ARO:3000954|TEM-87 [Proteus mirabilis],286
gb|CAP45903.1|ARO:3002733|QnrB18 [Citrobacter freundii],226
gb|ACH58989.1|ARO:3002488|LRA-9 [uncultured bacterium BLR9],301
gb|AAZ73123.1|ARO:3002282|VIM-12 [Klebsiella pneumoniae],266
gb|AAN34365.1|ARO:3002604|aadA4 [Acinetobacter baumannii],262
gb|AAC76539.1|ARO:3000796|mdtF [Escherichia coli str. K-12 substr. MG1655],1037
gb|AFN88953.1|ARO:3002304|VIM-34 [Klebsiella pneumoniae],266
gb|ABA06586.1|ARO:3001119|SHV-64 [Klebsiella pneumoniae],286
gb|BAJ05825.1|ARO:3002263|IND-7 [Chryseobacterium indologenes],239
gb|AJO16042.1|ARO:3001364|SHV-182 [Klebsiella pneumoniae],286
gb|ADR71220.1|ARO:3001045|TEM-183 [Klebsiella pneumoniae],286
gb|BAH45481.1|ARO:3002815|clbB [Brevibacillus brevis NBRC 100599],343
gb|CAA45050.1|ARO:3002828|srmB [Streptomyces ambofaciens],550
gb|CWV56762.1|ARO:3000198|FosX [Listeria monocytogenes],133
gb|AEM44652.1|ARO:3001972|CTX-M-112 [Shigella sp. SH257],291
gb|AAV97955.1|ARO:3001912|CTX-M-50 [Klebsiella pneumoniae],291
gb|BAL68178.1|ARO:3001057|TEM-198 [Klebsiella pneumoniae],286
gb|AGC29882.1|ARO:3002853|arr-8 [Klebsiella oxytoca],150
gb|AFO53532.1|ARO:3002883|rgt1438 [Streptomyces sp. WAC 01438],411
gb|AHV85514.1|ARO:3002383|SME-5 [Serratia marcescens],294
gb|BAB72158.1|ARO:3002020|CMY-9 [Escherichia coli],382
gb|AAX38178.1|ARO:3002634|APH(2'')-Ie [Enterococcus casseliflavus],301
gb|ABG56269.1|ARO:3002724|QnrB10 [Citrobacter freundii],226
gb|AAA25680.1|ARO:3002595|AAC(6')-IIb [Pseudomonas fluorescens],180
gb|AAP69915.1|ARO:3003103|cphA7 [Aeromonas jandaei],254
gb|CAD12765.1|ARO:3002203|IMP-12 [Pseudomonas putida],246
gb|AFM55000.1|ARO:3001692|OXA-229 [Acinetobacter bereziniae],276
gb|CAK50801.1|ARO:3001646|OXA-98 [Acinetobacter baumannii],274
gb|AAG35609.2|ARO:3001422|OXA-27 [Acinetobacter baumannii],273
gb|ABH04327.1|ARO:3001144|SHV-92 [Klebsiella pneumoniae],286
gb|ACJ47200.1|ARO:3002612|aadA12 [Escherichia coli],263
gb|AFQ93498.1|ARO:3002676|catB3 [Enterobacter cloacae],210
gb|ACN65419.1|ARO:3002432|OKP-A-15 [Klebsiella pneumoniae],281
gb|BAB38260.1|ARO:3000830|cpxA [Escherichia coli O157:H7 str. Sakai],457
gb|CAJ77856.1|ARO:3000777|adeF [Acinetobacter baumannii AYE],1059
gb|BAB41874.1|ARO:3000815|mgrA [Staphylococcus aureus subsp. aureus N315],147
gb|AFC75525.1|ARO:3001055|TEM-195 [Acinetobacter baumannii],286
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf [Pseudomonas aeruginosa],183
gb|CAP69659.1|ARO:3003017|dfrA21 [Salmonella enterica subsp. enterica serovar Bredeney],165
gb|BAA03674.1|ARO:3001300|myrA [Micromonospora griseorubida],295
gb|ABH10964.1|ARO:3002830|vgaALC [Staphylococcus haemolyticus],522
gb|AFH36332.1|ARO:3001677|OXA-236 [Acinetobacter baumannii],276
gb|ACB73258.1|ARO:3001112|SHV-56 [Klebsiella pneumoniae],286
gb|ACI95258.1|ARO:3002318|KPC-8 [Klebsiella pneumoniae],293
gb|AHL30276.1|ARO:3001562|OXA-376 [Acinetobacter baumannii],274
gb|AEP40500.1|ARO:3002912|vanN [Enterococcus faecium],343
gb|AFP99885.1|ARO:3002299|VIM-29 [Escherichia coli],266
gb|ACD35503.1|ARO:3000572|tet(42) [Micrococcus sp. SMCC G887],428
gb|AEM62948.1|ARO:3003196|tet(45) [Bhargavaea cecembensis],458
gb|AAA71915.1|ARO:3000173|tet(E) [Escherichia coli],405
gb|AAA99931.1|ARO:3003060|tsnR [Streptomyces laurentii],270
gb|BAF95726.1|ARO:3002050|CMY-39 [Citrobacter freundii],381
gb|ABW90721.1|ARO:3002287|VIM-17 [Pseudomonas aeruginosa],266
gb|AJE60855.1|ARO:3003209|fosA5 [Escherichia coli],139
gb|CAA42594.1|ARO:3002690|Sliv_cmlR [Streptomyces lividans 1326],392
gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl [Enterococcus faecalis],220
gb|AEU17778.1|ARO:3002224|IMP-33 [Pseudomonas aeruginosa],246
gb|ABM67078.1|ARO:3002210|IMP-19 [Aeromonas caviae],246
gb|AAF05612.1|ARO:3000944|TEM-78 [Escherichia coli],286
gb|ABV26705.1|ARO:3002849|arr-4 [Pseudomonas aeruginosa],150
gb|AAD23513.1|ARO:3003002|CfxA2 [Prevotella intermedia],321
gb|AAN38836.1|ARO:3001886|CTX-M-24 [Klebsiella pneumoniae],291
gb|ACA30420.1|ARO:3002036|CMY-25 [Klebsiella pneumoniae],381
gb|BAQ56016.1|ARO:3003659|IMP-51 [Pseudomonas aeruginosa],246
gb|AAZ04784.1|ARO:3002711|QnrA5 [Shewanella algae],218
gb|AIT76102.1|ARO:3002150|DHA-19 [Morganella morganii],379
gb|ADC91899.1|ARO:3002343|GES-14 [Acinetobacter baumannii],287
gb|ABD30512.1|ARO:3000839|arlS [Staphylococcus aureus subsp. aureus NCTC 8325],451
gb|ADM92606.1|ARO:3000549|adeS [Acinetobacter baumannii],361
gb|CAC04522.1|ARO:3002514|OCH-1 [Brucella anthropi],390
gb|AGD91915.1|ARO:3001778|OXA-232 [Escherichia coli],265
gb|AAA83417.1|ARO:3001407|OXA-12 [Aeromonas sobria],264
gb|AGW83446.1|ARO:3001535|OXA-348 [Acinetobacter calcoaceticus],273
gb|ABA60809.1|ARO:3001141|SHV-89 [Klebsiella pneumoniae],286
gb|AAK55534.1|ARO:3001881|CTX-M-19 [Klebsiella pneumoniae],291
gb|AEB98921.1|ARO:3001480|OXA-195 [Acinetobacter nosocomialis] Partial,274
gb|AFC95894.1|ARO:3001814|OXA-199 [Shewanella xiamenensis],265
gb|AAV70602.1|ARO:3001900|CTX-M-38 [Klebsiella pneumoniae],291
gb|AAQ01671.1|ARO:3000983|TEM-121 [Escherichia coli],286
gb|CAI30650.2|ARO:3001116|SHV-61 [Klebsiella pneumoniae],286
gb|ABM97538.1|ARO:3001919|CTX-M-58 [Escherichia coli],291
gb|ABN48311.1|ARO:3001918|CTX-M-56 [Escherichia coli],291
gb|AAW47922.1|ARO:3001002|TEM-138 [Salmonella enterica],286
gb|BAA23130.1|ARO:3002493|SRT-1 [Serratia marcescens],378
gb|AAP93847.1|ARO:3002477|LEN-14 [Enterobacter cloacae] Partial,152
gb|CAC17623.1|ARO:3002516|OCH-3 [Brucella anthropi],390
gb|ABV72593.1|ARO:3001150|SHV-101 [Klebsiella pneumoniae],286
gb|AAL17873.1|ARO:3002403|OXY-2-8 [Klebsiella oxytoca],290
gb|AJP67511.1|ARO:3003179|VIM-43 [Pseudomonas aeruginosa],266
gb|CAA24743.1|ARO:3002655|APH(4)-Ia [Escherichia coli],341
gb|BAA32493.1|ARO:3000423|FomA [Streptomyces wedmorensis],266
gb|CBG22732.1|ARO:3002341|GES-12 [Acinetobacter baumannii],287
gb|AHL39330.1|ARO:3002117|CMY-105 [Citrobacter freundii],381
gb|AAL82588.1|ARO:3002600|AAC_3Ib_AAC_6Ib [Pseudomonas aeruginosa],334
gb|AAL68926.1|ARO:3001093|SHV-35 [Klebsiella pneumoniae],286
gb|AGK82336.1|ARO:3001383|TEM-206 [Escherichia coli],286
gb|CAA71699.2|ARO:3001416|OXA-21 [Acinetobacter baumannii],275
gb|AEI83429.1|ARO:3001168|SHV-121 [Klebsiella pneumoniae],286
gb|AAA99503.1|ARO:3003250|bcrC [Bacillus licheniformis],203
gb|AXA30439.1|ARO:3002459|LEN-9 [Klebsiella variicola],286
gb|BAF80809.1|ARO:3002665|npmA [Escherichia coli],219
gb|CAP12354.2|ARO:3002429|OKP-A-12 [Klebsiella pneumoniae],286
gb|AAF66653.1|ARO:3000959|TEM-92 [Proteus mirabilis],286
gb|AHA80101.1|ARO:3002112|CMY-100 [Citrobacter freundii],381
gb|BAD06399.1|ARO:3002332|GES-3 [Klebsiella pneumoniae],287
gb|AAO42602.1|ARO:3002168|MIR-2 [Enterobacter cloacae],381
gb|WP_063860086.1|ARO:3001948|CTX-M-88 [Escherichia coli],291
gb|ABW70410.1|ARO:3001644|OXA-113 [Acinetobacter baumannii],274
gb|CAJ19611.1|ARO:3002436|OKP-B-3 [Klebsiella pneumoniae],286
gb|AAL20862.1|ARO:3000826|sdiA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],240
gb|AIY30331.1|ARO:3003160|OXA-422 [Acinetobacter baumannii],273
gb|ADI58622.1|ARO:3001472|OXA-178 [Acinetobacter baumannii],274
gb|CAD69003.1|ARO:3003094|imiH [Aeromonas hydrophila],254
gb|CAP12349.2|ARO:3002468|LEN-21 [Klebsiella pneumoniae],286
gb|AHE41345.1|ARO:3002797|QnrS8 [Klebsiella pneumoniae],218
gb|AEP16366.1|ARO:3001784|OXA-181 [Klebsiella pneumoniae],265
gb|AHM76779.1|ARO:3001840|ACT-19 [Enterobacter cloacae],381
gb|AEI83430.1|ARO:3001181|SHV-137 [Klebsiella pneumoniae],286
gb|ABC26007.1|ARO:3001623|OXA-83 [Acinetobacter baumannii],274
gb|AIT76086.1|ARO:3001850|ACT-30 [Enterobacter cloacae],381
gb|AFQ23958.1|ARO:3001191|SHV-152 [Klebsiella pneumoniae] Partial,286
gb|AAA98406.1|ARO:3001404|OXA-9 [Klebsiella pneumoniae],274
gb|CCK86744.1|ARO:3001347|SHV-164 [Klebsiella pneumoniae],286
gb|AAM77075.1|ARO:3002695|cmlA5 [uncultured bacterium],419
gb|BAL72196.1|ARO:3001985|CTX-M-126 [Escherichia coli],291
gb|ABQ00181.1|ARO:3001024|TEM-158 [Escherichia coli],286
gb|CAJ19618.1|ARO:3002442|OKP-B-9 [Klebsiella pneumoniae],286
gb|CAM96571.1|ARO:3004605|ermZ [Streptomyces ambofaciens],282
gb|AAA76822.1|ARO:3002654|APH(3')-VIIa [Campylobacter jejuni],250
gb|AAB58447.1|ARO:3002662|APH(9)-Ia [Legionella pneumophila 130b],331
gb|ACX31142.1|ARO:3001455|OXA-150 [Acinetobacter baumannii],274
gb|AAZ66866.1|ARO:3002032|CMY-21 [Escherichia coli],381
gb|AJG06172.1|ARO:3003172|ACT-37 [Enterobacter cloacae],381
gb|CCA94644.1|ARO:3001486|OXA-208 [Acinetobacter baumannii],274
gb|CAA66307.2|ARO:3000592|ErmN [Streptomyces fradiae],291
gb|AEI52842.1|ARO:3002078|CMY-65 [Citrobacter sp. 913],381
gb|AAS13759.1|ARO:3002278|VIM-8 [Pseudomonas aeruginosa],266
gb|CAI99385.1|ARO:3002856|dfrA24 [Escherichia coli],185
gb|AAL05554.1|ARO:3003206|lsaE [Enterococcus faecalis],267
gb|ADE58494.1|ARO:3001175|SHV-128 [Enterobacter cloacae],286
gb|ABX72042.1|ARO:3002727|QnrB13 [Citrobacter freundii],226
gb|CAD32565.1|ARO:3001770|OXA-43 [Burkholderia pseudomallei],269
gb|ACT97371.1|ARO:3003097|CfxA6 [uncultured organism],331
gb|AAD50818.2|ARO:3002019|CMY-8 [Klebsiella pneumoniae],382
gb|CAP12348.2|ARO:3002467|LEN-20 [Klebsiella pneumoniae],286
gb|CAA75402.1|ARO:3002015|CMY-4 [Proteus mirabilis] Partial,381
gb|AEL00458.1|ARO:3002751|QnrB36 [Citrobacter freundii],214
gb|ACO56763.1|ARO:3002376|VEB-7 [Acinetobacter baumannii],299
gb|ADI58618.1|ARO:3001658|OXA-174 [Acinetobacter baumannii],274
gb|CAJ19610.1|ARO:3002435|OKP-B-2 [Klebsiella pneumoniae],286
gb|BAB16308.1|ARO:3000958|TEM-91 [Escherichia coli],286
gb|CAA71441.1|ARO:3003095|imiS [Aeromonas veronii],255
gb|AEM44650.1|ARO:3001967|CTX-M-107 [Shigella sp. SH219] Partial,287
gb|AAF93177.1|ARO:3001874|CTX-M-11 [Klebsiella pneumoniae] Partial,282
gb|BAO05497.1|ARO:3002071|CMY-110 [Escherichia coli],381
gb|AFO69261.1|ARO:3001984|CTX-M-125 [Enterobacter cloacae],291
gb|AHL39322.1|ARO:3002098|CMY-85 [Citrobacter freundii],381
gb|CAC14594.1|ARO:3003055|smeD [Stenotrophomonas maltophilia],394
gb|AAW66604.1|ARO:3000883|TEM-11 [Proteus mirabilis],286
gb|AFQ23968.1|ARO:3001201|SHV-162 [Klebsiella pneumoniae] Partial,286
gb|AAD33116.2|ARO:3000934|TEM-67 [Proteus mirabilis],286
gb|AEM97672.1|ARO:3002073|CMY-60 [Escherichia coli],381
gb|AAP69916.1|ARO:3001780|OXA-85 [Fusobacterium nucleatum],254
gb|AAK84316.1|ARO:3002843|vatD [Enterococcus faecium],204
gb|CAE51638.1|ARO:3002641|APH(3')-Ia [Serratia marcescens],271
gb|CAA74912.2|ARO:3000888|TEM-17 [Capnocytophaga ochracea],286
gb|AJO16040.1|ARO:3001350|SHV-180 [Klebsiella pneumoniae],286
gb|AAV37205.1|ARO:3003005|CfxA4 [Bacteroides fragilis],321
gb|ACN85419.1|ARO:3001804|OXA-145 [Pseudomonas aeruginosa],265
gb|ACT33323.1|ARO:3002293|VIM-23 [Enterobacter cloacae],266
gb|AGH70380.1|ARO:3002111|CMY-98 [Citrobacter freundii],376
gb|WP_064190968.1|ARO:3002583|AAC(6')-29a [Pseudomonas aeruginosa],133
gb|AGC54799.1|ARO:3002108|CMY-95 [Escherichia coli],381
gb|AGK40892.1|ARO:3001384|TEM-207 [Escherichia coli],286
gb|AAC36915.1|ARO:3000593|ErmQ [Clostridium perfringens],257
gb|ADK25050.1|ARO:3002267|IND-11 [Chryseobacterium indologenes],243
gb|AAS79458.1|ARO:3001302|chrB [Streptomyces bikiniensis],280
gb|AAK69828.1|ARO:3001090|SHV-32 [Klebsiella pneumoniae],286
gb|ADY02545.1|ARO:3001960|CTX-M-101 [Escherichia coli],291
gb|AIT76091.1|ARO:3002129|CMY-118 [Citrobacter freundii],381
gb|ABN51007.1|ARO:3002046|CMY-35 [Citrobacter freundii],381
gb|CAJ47133.2|ARO:3001132|SHV-78 [Klebsiella pneumoniae],286
gb|AAG29757.1|ARO:3002257|IND-2 [Chryseobacterium indologenes],243
gb|ADK35871.1|ARO:3001467|OXA-167 [Acinetobacter baumannii],273
gb|ACX70402.1|ARO:3001654|OXA-143 [Acinetobacter baumannii],275
gb|ADB90239.1|ARO:3001041|TEM-176 [Escherichia coli],286
gb|AAG36927.1|ARO:3002133|DHA-2 [Klebsiella pneumoniae],379
gb|BAD16611.1|ARO:3001898|CTX-M-36 [Escherichia coli],291
gb|CAJ32372.1|ARO:3001015|TEM-148 [Escherichia coli],286
gb|AGZ83154.1|ARO:3001545|OXA-358 [Acinetobacter calcoaceticus],273
gb|AJO16038.1|ARO:3001553|OXA-366 [Acinetobacter baumannii],273
gb|BAD83775.1|ARO:3001897|CTX-M-35 [Klebsiella oxytoca],291
gb|ABG49324.1|ARO:3002609|aadA9 [Corynebacterium sp. L2-79-05],299
gb|CCI51002.2|ARO:3002767|QnrB54 [Citrobacter freundii],214
gb|CAP12351.2|ARO:3002470|LEN-23 [Klebsiella pneumoniae],286
gb|AAG05883.1|ARO:3000805|OprN [Pseudomonas aeruginosa PAO1],472
gb|CAA78046.1|ARO:3002701|Rfas_cmr [Rhodococcus fascians],391
gb|AEP43731.1|ARO:3001493|OXA-225 [Acinetobacter baumannii],273
gb|ADZ48685.1|ARO:3002346|GES-17 [Escherichia coli],287
gb|AAK38324.1|ARO:3000840|JOHN-1 [Flavobacterium johnsoniae UW101],248
gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706],231
gb|CAA56561.1|ARO:3003553|CepS [Aeromonas sobria],382
gb|CAB96921.1|ARO:3000606|FEZ-1 [Fluoribacter gormanii],282
gb|BAP18874.1|ARO:3003167|CTX-M-159 [Klebsiella pneumoniae],291
gb|ACY01749.1|ARO:3002217|IMP-26 [Pseudomonas aeruginosa],246
gb|ACI25375.1|ARO:3001032|TEM-166 [Escherichia coli],286
gb|ABA71732.1|ARO:3003069|vanXY_in_vanG [Enterococcus faecalis],254
gb|AHJ02283.1|ARO:3003186|CARB-23 [Vibrio parahaemolyticus UCM-V493],312
gb|BAA34299.1|ARO:3003034|mexX [Pseudomonas aeruginosa PAO1],389
gb|ALX99516.1|ARO:3003811|adeC [Acinetobacter baumannii],465
gb|CAI43413.1|ARO:3002390|OXY-1-2 [Klebsiella oxytoca],291
gb|AWU66462.1|ARO:3004866|NDM-23 [Klebsiella pneumoniae],270
gb|AFK73431.1|ARO:3002062|CMY-51 [Citrobacter freundii],381
gb|CAA11471.1|ARO:3002192|IMP-1 [Pseudomonas aeruginosa],246
gb|AAD51347.1|ARO:3003067|smeS [Stenotrophomonas maltophilia],467
gb|AAK52604.1|ARO:3001425|OXA-31 [Pseudomonas aeruginosa],276
gb|CEA29751.1|ARO:3003155|SHV-188 [Klebsiella pneumoniae],290
gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis],306
gb|ACS71747.1|ARO:3002738|QnrB23 [Citrobacter freundii],226
gb|AAN28732.1|ARO:3002409|OXY-3-1 [Klebsiella oxytoca],288
gb|ABX54687.1|ARO:3002910|vanL [Enterococcus faecalis],349
gb|CAB13167.1|ARO:3003064|ykkD [Bacillus subtilis subsp. subtilis str. 168],105
gb|CAA71948.1|ARO:3001065|SHV-6 [Klebsiella pneumoniae] Partial,260
gb|ACQ82810.1|ARO:3002502|PDC-5 [Pseudomonas aeruginosa],397
gb|ABO93588.1|ARO:3002715|QnrB2 [Proteus mirabilis],214
gb|ADI46626.1|ARO:3002739|QnrB24 [Citrobacter freundii],226
gb|CAD09800.1|ARO:3000873|TEM-1 [Salmonella enterica subsp. enterica serovar Typhi str. CT18],286
gb|CAA44667.1|ARO:3001305|ErmU [Streptomyces lincolnensis],278
gb|AGE83081.2|ARO:3002308|VIM-38 [Pseudomonas aeruginosa],266
gb|AEQ94272.1|ARO:3002757|QnrB42 [Klebsiella pneumoniae],214
gb|AAS89982.1|ARO:3000975|TEM-112 [Escherichia coli],286
gb|AAF03531.1|ARO:3002569|AAC(6')-Iy [Salmonella enterica subsp. enterica serovar Enteritidis],145
gb|AGI65307.1|ARO:3001681|OXA-278 [Acinetobacter schindleri],276
gb|BAP34782.1|ARO:3002008|CTX-M-151 [Salmonella enterica],304
gb|ABG77582.1|ARO:3001021|TEM-155 [Proteus mirabilis],286
gb|AFU25638.1|ARO:3002096|CMY-83 [Citrobacter braakii],381
gb|AAQ98890.1|ARO:3000984|TEM-122 [Escherichia coli],286
gb|AAM70498.1|ARO:3001887|CTX-M-25 [Escherichia coli],291
gb|AFI72872.1|ARO:3002252|CARB-14 [Acinetobacter baumannii],298
gb|CAB37325.2|ARO:3001074|SHV-15 [Escherichia coli],286
gb|AAB51384.1|ARO:3001067|SHV-8 [Escherichia coli],286
gb|BAJ09383.1|ARO:3003046|qacA [Staphylococcus aureus],514
gb|AAU95779.1|ARO:3002169|MIR-3 [Enterobacter cloacae],381
gb|AAF34335.1|ARO:3001079|SHV-21 [Klebsiella pneumoniae] Partial,260
gb|AAC74149.2|ARO:3001216|mdtH [Escherichia coli str. K-12 substr. MG1655],402
gb|AAY32951.1|ARO:3002837|lnuC [Streptococcus agalactiae],164
gb|AAU95768.1|ARO:3000026|mepA [Staphylococcus aureus],451
gb|AJO16044.1|ARO:3001391|TEM-214 [Escherichia coli],286
